X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,T,Y,Y_mu,Z
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.05,0.5793360650450106,0.95,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.15,0.9547423088471452,0.85,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35,1.0616698613760576,0.6499999999999999,1.0
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.05,1.2472185613999165,1.05,1.0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05,0.7216149363044385,0.95,1.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.05,-0.3181139208116112,-0.05,1.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.45,1.184983643853016,1.45,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.35,1.3558255378342934,1.35,1.0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.25,-0.0449479554131106,-0.25,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.15,0.6652503540717792,0.85,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,0.5817697200312293,0.1499999999999999,1.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.35,0.4331939229213887,0.6499999999999999,1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15,1.0189403392937082,0.85,1.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.15,0.9365920935192118,0.85,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.9338916401697134,0.95,1.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35,0.7131032151913522,0.6499999999999999,1.0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.5316564944699459,0.4499999999999999,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.15,1.594406372096251,1.15,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7500000000000001,0.0799605553187852,0.2499999999999999,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.55,0.7198004438534036,0.4499999999999999,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.45,-0.7015117866821639,-0.4499999999999999,1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.95,-0.2314922963200137,0.0499999999999999,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45,0.8582815628843576,0.55,1.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,1.0874256685115584,0.95,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.95,0.1304796557657481,0.0499999999999999,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.45,0.6183303094117887,0.55,1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.45,0.4985089532280772,0.55,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.05,-0.4719550358169185,-0.05,1.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6500000000000001,0.4606210987712478,0.3499999999999998,1.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.198554508077713,0.75,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7500000000000001,0.3345310628103441,0.2499999999999999,1.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6500000000000001,0.0031239668175778,0.3499999999999998,1.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.15,-0.4508640516507267,-0.1499999999999999,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.4783997081904906,0.75,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45,0.1010329526378457,0.55,1.0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6500000000000001,0.8973181044564251,0.3499999999999998,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8500000000000001,0.5303664057000013,0.1499999999999999,1.0
0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8500000000000001,0.3264203788539157,0.1499999999999999,1.0
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.7909486654315745,0.75,1.0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.25,-0.053905143299913,-0.25,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.15,1.3688988272491491,0.85,1.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.45,0.8217488418655967,0.55,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.35,0.7675638278456741,0.6499999999999999,1.0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.8909643264057298,0.85,1.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.45,1.6580532651596878,1.45,1.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7500000000000001,-0.0017191865850458,0.2499999999999999,1.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.05,-0.4870607171728795,-0.05,1.0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.45,0.6462440434749358,0.55,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.05,0.9812680973101464,0.95,1.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.55,0.2731988453964137,0.4499999999999999,1.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.1239831271450624,0.6499999999999999,1.0
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45,0.4255667867263298,0.55,1.0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.45,0.9675105296499572,0.55,1.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.25,0.1517024192565255,0.75,1.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.55,0.6746560661353801,0.4499999999999999,1.0
