X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,T,Y,Y_mu,Z
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.45,1.7623834322551042,1.45,1.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8500000000000001,-0.3045477895846594,0.1499999999999999,1.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.45,0.5584746294612765,0.55,1.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.05,-0.0424311796323198,-0.05,1.0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.05,1.307548215083059,1.05,1.0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.8634640148218505,0.75,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.35,1.0342646256650403,0.6499999999999999,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.55,0.74362999382913,0.4499999999999999,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.05,1.1833550230474328,1.05,1.0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.8500000000000001,0.3499707889805409,0.1499999999999999,1.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.05,1.279028858833436,1.05,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7500000000000001,0.1973826858458726,0.2499999999999999,1.0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15,0.5805075525970429,0.85,1.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.45,0.9563561392695796,0.55,1.0
1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.7500000000000001,-0.0631660245695351,0.2499999999999999,1.0
1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.95,-0.0218106606557824,0.0499999999999999,1.0
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6500000000000001,0.1604418809779079,0.3499999999999998,1.0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4131472467174593,0.75,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.95,0.0792358757552281,0.0499999999999999,1.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.25,0.9312726048758934,0.75,1.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7500000000000001,0.1807766096948199,0.2499999999999999,1.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.55,0.5852735865780129,0.4499999999999999,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.55,0.4462620447727762,0.4499999999999999,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.6047092017886538,0.4499999999999999,1.0
